user,tweet,sentiment_label,sentiment_score,emotion_label,emotion_score
effingcards,@missshelleycc You got facebook? http://tinyurl.com/c44c6r Come join up!  x,positive,0.6449785828590393,joy,0.7975117564201355
keep1tup,is watching friend install OS 3.0 on his iphone ... oh how i feel left out  ..unless ??? #squarespace,negative,0.6015982627868652,sadness,0.9175747632980347
PhanyPolar,I just simply donÂ´'t get it! ,negative,0.9097822308540344,disgust,0.9210107326507568
larissasmart12,oh thats coooool. ,positive,0.9514926075935364,joy,0.9636260867118835
HonkeyKong,Ghostbusters PC has online-activated DRM and no multiplayer? I don't wanna shell out $60 for a 360 game when I can get it on PC for $40. ,negative,0.8432134389877319,disgust,0.8460931181907654
Joe_Parry,woke up to this weather  after yesterday. but its still warm :/.,negative,0.707460343837738,joy,0.9627024531364441
JessicaKate31,maths homework ,neutral,0.8229804039001465,anticipation,0.1923666149377823
FluppyCrack,@willminey is it possible that everyone is completely bored and don't know what to do.... ? ,negative,0.7139095664024353,sadness,0.9438035488128662
redchinese19,"Ya can talk, ya can talk, ya can bicker ya can talk, ya can bicker, bicker bicker ya can talk all ya want but is different than it was ",neutral,0.6337734460830688,optimism,0.36200302839279175
nglalala,@rayyypakk if you win... remember you owe me $123120492059825.00  ,neutral,0.6682189702987671,anticipation,0.4945085644721985
allegrobeavette,@jessamineny I had a Live Aid t-shirt (that you got when you donated $$ during the show) but it totally fell apart years ago ,negative,0.7827585339546204,sadness,0.8498742580413818
ldunnavant,@strawbrykiwi Hope it works out for you. Sorry for your loss. ,neutral,0.5045662522315979,sadness,0.9431737661361694
siedahdj,@bowwow614 im up...only cuz i gotta go 2 school ,neutral,0.6987920999526978,sadness,0.37659692764282227
brianshead,"I do not particularly care for one-day weekends.  I do, however, love 3 day weekends.  This weekend was a 1-dayer.  ",positive,0.42310625314712524,joy,0.9817744493484497
2naiikOO,"getting kicked off the comp by the girl who always liks my food,  im out",negative,0.9261351227760315,anger,0.9672297835350037
MisJohnson,Mother's Day!  Too bad i'm just getting off work &amp; 2 tired 2 enjoy it... ,negative,0.7755866050720215,sadness,0.9066257476806641
Annhesketh,@TessMorris Hello Tess!   Got my cholestrol results! they need to come down! I was expecting that!   Other results good! ),positive,0.921299397945404,optimism,0.9299363493919373
figPYBFO,Your ass is so nice that it is a shame that you have to sit on it. -- rofl  wth moment =],positive,0.5533588528633118,anger,0.8753281831741333
NLizer,Running sitemap is slow going. On page 1438 of 7461... 7470...7800...wait the total keeps going up faster than the pages scanned ,negative,0.8816181421279907,anger,0.9426314234733582
JennaxTRQ,is back for two more weeks of placement in the sunshine ,positive,0.8328874707221985,anticipation,0.8321717381477356
MakeupByAngie,@SAngelloLIVE come back to la ,neutral,0.858839750289917,anticipation,0.38845062255859375
nanovak,@jtimberman Yeah - I have to figure in the WAF too. Plus she controls the budget. ,neutral,0.7751529216766357,anticipation,0.7160810828208923
SaintThomas92,"editing my profile, but i don't know why i cant upload a background pic ",negative,0.524918794631958,disgust,0.880132794380188
kumarprasun,is sad coz hyd theka's dont have beer ,negative,0.844819962978363,sadness,0.9737518429756165
teddyrised,@inf3ktion Haha! Glad to see you around again  how's the week so far?,positive,0.986470639705658,joy,0.9916793704032898
jencorbett,@morganxx vamp! nice picture  hows web09 going?,positive,0.9562356472015381,joy,0.9711973071098328
Miiinaa,Iï¿½m away ...  working war okai,neutral,0.7048912644386292,anticipation,0.17284472286701202
ChuckSmith,"@iphoneDEVgirl Just curious, why did you suddenly jump on Twitter and then become so active so fast? Greetings from Berlin! ",positive,0.5777131915092468,joy,0.9525724053382874
LYDIA_8D,@laurenconrad http://twitpic.com/6otml - i am soooo going to buy this book  .. is it going to be released in england? x,positive,0.9687078595161438,joy,0.8895033597946167
xangelxlalax,@CatharineLK  srry to hear that... And yeah things like that are plain wrong  End of story,negative,0.9226647019386292,anger,0.9705969095230103
theother66,@Goe_Condit - there's not functionality to search your own tweets  and the key terms aren't coming up in Google either,negative,0.8192465901374817,disgust,0.9385780692100525
xJennnyy,"@SaulaSmurf Hehhe, i LOVE IT! On The Idol FInale, they boys singing it in Tuxs..yummyy ;) Lol xD I kept replaying it with my cousin's ",positive,0.9843405485153198,joy,0.9826161861419678
hawat23,@loic Nice new avatar  Very funny !,positive,0.9783238172531128,joy,0.9918736815452576
lovexoL,@MszJennyBaby NIGGAAAA HOLY SHIT I JUST WOKE UP  IM SORRY I FELL ASLEEP SOOO EARLYYY,negative,0.6668388843536377,sadness,0.9810948371887207
Bruxa696,"@blindmonk ????  ??? ??????? ????? ?????????! ?? ??, ???????  ???-?????? ?????????. ????? ???????? ?? ??????? ? ????? ??? ?????!",neutral,0.6315768957138062,anticipation,0.2894304096698761
frozenblueeyes,"@Bard_Letsinger pastor and humorist, huh? Well, if you say so ! If any pastor here were that cute, I'd go to church! hahaha ",positive,0.948728084564209,joy,0.9917688369750977
hannahbodvar,no phone. no internet. ill have everything back on friday. ,neutral,0.639352560043335,sadness,0.8889825344085693
Lunabee_art,@Mezandy aww thats not fun at all ,negative,0.930178701877594,sadness,0.9633272290229797
StridentUK,@bengillam I went to see the original first movie at the cinema when it came out. That's why. ,neutral,0.5608901977539062,joy,0.9376117587089539
amelialarosa,"ahh i should sleep, early start for work tomorrow. goodnight ",positive,0.6797564029693604,joy,0.3846650719642639
KaliGoings,"Caught some mountain sunshine, look like a walking tomato, but it was so much fun ",positive,0.9547314047813416,joy,0.9914785027503967
hywel82,Trawling the online job ads ,neutral,0.8151440024375916,disgust,0.3604041039943695
Izzabeta,@FakeGerryButler Good Morning HRHF ,neutral,0.511076033115387,joy,0.3710361421108246
myonlyeverglow,Yay Eminem!  (I am enjoying this show far more than I expected to...),positive,0.9906390905380249,joy,0.9911069273948669
glamgirlz,Shiki with my roomie ,neutral,0.8836125731468201,joy,0.9270098805427551
mayhemstudios,@danielho thanks! ,positive,0.9169580340385437,joy,0.9446027278900146
whoaoblivious,Gotta have dinner  Baked chicken + Mash ,neutral,0.7871401906013489,joy,0.9756149053573608
entrup,@msobie great! Thanks for asking.. Now let's get me added to the Linkined group to spruce things up a bit.. ,positive,0.9547105431556702,joy,0.9825279116630554
ta83,@angusjuliastone I am excited to see you guys at the Troubadour this Thursday!!! ,positive,0.9893100261688232,joy,0.9589172601699829
eppusledun,...your patience is being appreciated...please hold the line...I hate insurances ,negative,0.7227516174316406,anger,0.9852755069732666
worldismineinc,"LOL, I lost all my JB stuff   But look , my carrier remains out of jail! http://it3.me/44657",neutral,0.3934783637523651,joy,0.8830069303512573
tlberglund,@matthewmccull Awesome. ,positive,0.9731276035308838,joy,0.9898087978363037
aileentotheleft,@mitchelmusso 's new song is actually pretty good ,positive,0.9812002778053284,joy,0.9880452752113342
GilsonWheels,"had a great party and birthday! On the down side, someone wishes to &quot;talk&quot; to me tomorrow while I clean up after tonight ",positive,0.9683420658111572,joy,0.9908062815666199
Arti_Sodmg,@beilaq_sodmq aww  i don't like wearing bathin suits at tha beach ..  i find it uncomfortable  &amp; thank youu ,negative,0.8384763598442078,disgust,0.6886829733848572
tigerbiru,"Okay, goin to have some dinner now .... see Y'all Tweeps later ",neutral,0.6781996488571167,joy,0.9570825099945068
david_hatton,didnt even get to say hello. didnt even wave  i wasted my evening on that silly kids movie??,negative,0.9271257519721985,disgust,0.9168103337287903
elematt,feels really sick. ,negative,0.8728592991828918,sadness,0.9708739519119263
StellaKarameloh,@xxooandcookies Relationship issues.... ,negative,0.6901677250862122,sadness,0.944318413734436
SallyAnne64,this is my only day off this weekend so lots of housey things to get done ,positive,0.8117782473564148,joy,0.8380244374275208
kspin,"@KemiSutton yes, it's been rough, but the kids seem to be on the tail end of it. now that our trip is over of course! ",neutral,0.4433192312717438,optimism,0.9289480447769165
strangetimes87,wow this song was played 20million times this weekend but it always feels like it's the very first time! what a tune!!  #asot400,positive,0.9839128851890564,joy,0.991186797618866
riverslu,"I tried that already, Steph ",neutral,0.7654678821563721,optimism,0.5460577011108398
Anlei19,Word of the day: Inamorata; meaning a female lover ,neutral,0.8878125548362732,joy,0.913312554359436
rndspringer,@mishacollins  The British Prime Minister?!?!?  ,neutral,0.6008403301239014,disgust,0.365932434797287
emily216,@pw_cc_runner   that will be awesome!!  im jealous  i have to wait 19 more days for my roadtrip! eek!  ,negative,0.4941565692424774,joy,0.947460949420929
jessicastrust,"@Yorksville Glad to hear it  Kiddies on fine form, but WHERE do they get so much energy from ;)",positive,0.9731174111366272,joy,0.9746579527854919
gwlaforce,christian lacroix has filed for bankruptcy  !!!!!!!!!!,negative,0.84787917137146,sadness,0.9177381992340088
MissShayne,with the bestiessss ,positive,0.9767175316810608,joy,0.9850436449050903
lauraaa_xoxo,DAMN! I want to go to @wearestereos 's secret show ,positive,0.7902586460113525,anger,0.8031503558158875
fiona_mackenzie,@CharlieCircus Did you ever find your Elephant show?  Am thinking I might have missed the answer ,neutral,0.5964054465293884,anticipation,0.7438139319419861
iiCrayons,@Paoh making a sad video  and only because did anyone know it's the &quot;jemi day&quot; today ? &lt;3 everyone rejoiced in june 11? why not tdai ? &lt;3,negative,0.5610379576683044,sadness,0.9588117003440857
TrustTommy,@damienmulley I can see the family resemblance in the photo ,positive,0.5517315864562988,anticipation,0.7415472865104675
steve_parkes,"Last fortnights car mileage, 200, last fortnights bike mileage, nil, last fortnights run mileage, ~10.   Sad state of affairs ",negative,0.8726183772087097,sadness,0.9773460626602173
tnybutdangerous,@patsytravers mmkay. logging on. ,neutral,0.8826433420181274,anticipation,0.17029426991939545
rubiepearl,its 10:31 PM. and im still up. chemistry and trigonometry are killing me! damn! ,negative,0.9399771690368652,disgust,0.9639014601707458
Cherrykeri,@DonnieWahlberg I'm glad you guys are having fun! Enjoy it! I have to agree with you we are the best fans.&quot;We f***** love you guys! ,positive,0.9866129159927368,joy,0.9832494258880615
sammythevamp,My doggies have eaten the thyme plant I had grown ,negative,0.5019226670265198,sadness,0.7938517928123474
HeriCabral,"@carldeleon awesome, what did you do? I'm watching Spiderman right now. ",positive,0.9766955971717834,joy,0.9771429300308228
Dennis9295,commercial &quot;FreeCreditRepot.Com...catchy tune. ,positive,0.5987618565559387,joy,0.9266062378883362
pythonism,http://twitter.com/toxinide/statuses/2055068578 &quot;@DDrDark aha lol  using the AppEngine with Django / Python then?&quot;,neutral,0.7689740657806396,joy,0.9697543382644653
guttermexican,"Just woke up. Alot of drama last night with the death of a pet, don't wanna get into detail. I'm gonna try to have a better day today ",negative,0.7090000510215759,sadness,0.7784901261329651
ahashake,Is deeply saddened that The Hills finale is next week ... Only 1hour left with @LaurenConrad in my life ,negative,0.8916289210319519,sadness,0.9777294993400574
NathanKoehler,Dammit pen went dry ,negative,0.8854458928108215,anger,0.951362669467926
orbitaldiamond,Boo. Can't go back to the main account yet. ,negative,0.6782264709472656,sadness,0.8785043358802795
J_Searle,I don't want it to rain this weekend ,negative,0.8500779867172241,fear,0.7032088041305542
bpressler90,"@mackyrosman Well one of my friends invited me to go with her to some graduation party 2night, but i'm not sure if i'm going to go yet.. ",neutral,0.7820490598678589,anticipation,0.8097152709960938
bettygrace15,Feeling Down  ...,negative,0.703986644744873,sadness,0.9694156050682068
sweet_nothing,@lostemilie of couse you should try for it!  It never hurts to try ,positive,0.9541568160057068,optimism,0.9638486504554749
kfromtheval,Sleep is much needed but wheeennn ,neutral,0.4717349112033844,sadness,0.7484530210494995
awesomeandrea,tryin to be a good daughter and call my parents and what do i get? straight to fuckin voicemail. they're busy doing things that matter. ,negative,0.9244969487190247,anger,0.9756995439529419
chachanurimania,eating white chocolate roll__nyummy ,neutral,0.5059736967086792,joy,0.9732368588447571
riotpoofone,It is really hard to judge if you are burning pumpernickle bread when you are toasting it untill it is too late ,negative,0.5161929130554199,disgust,0.4565930664539337
thejenncarroll,"@tcostic My last name has two l's...I can see you mean to @ me, but the username isn't mine  lovvvve you!",positive,0.6111280918121338,joy,0.9310460686683655
Morrica,"@savagestar Sounds like you have your work cut out for you then  1408 was OK, btw, as light entertainment",positive,0.6083871722221375,joy,0.9190768003463745
NickyLovesMcFly,Wee! Home! It's so hot  Xx My internet is going off soon  While Mum moves in and Dad moves out  Bad times. Try not to miss me!,negative,0.8063086867332458,sadness,0.8981369137763977
DivasMistress, @HitzProductions unfortunately I'm coming from NJ the boonies...I gotta drive to the path,negative,0.7540269494056702,sadness,0.9527590274810791
meaningful,@dinuks aren't we all ,neutral,0.8507104516029358,sadness,0.33412039279937744
Anita_1968,Sunday Morning ,neutral,0.5375630259513855,joy,0.5316101908683777
_Mays,"done two washings, got more shopping in, cleaned the kitchen.. NOW! I get to shop for pretty things for France and go to the park ",positive,0.9135335683822632,joy,0.9772027134895325
shaunaxxx,Its sunny in ireland for once  xxxx,positive,0.9769514203071594,joy,0.9887929558753967
jankybear,@vrowhani nope - just playing with one  i think i'm going to wait for the next iphone,neutral,0.7177217602729797,anticipation,0.5570668578147888
Dahhling,@ono14991 Yeah dahhling  Gnight!,positive,0.5185727477073669,joy,0.966765284538269
taina423,Today sucks! ,negative,0.9308246970176697,sadness,0.950094997882843
beebeebas,"discussing a (very small) change in OTYS with one of our Czech programmers, they don't have a second Whitsun day... ",neutral,0.6853317618370056,anger,0.6547088027000427
lk2moo,@therealTiffany that sucks ,negative,0.9361042380332947,sadness,0.9190497994422913
gemgemrox,Just chilling at home mate... ,neutral,0.6796591877937317,sadness,0.5285838842391968
thumper_konijn,Been home today sick so spent the whole day hunting for iphone 4g news with real photos so far nothing ,negative,0.7402318120002747,sadness,0.9603527188301086
joyanne,@GoTravel24 which explains why i did so (cough) well at Geography..!  ,positive,0.908297598361969,anticipation,0.5241938233375549
arthursucks,It's official! My stomach can not handle alcohol. ,negative,0.8902221918106079,sadness,0.617759644985199
AdzyUK,ARGH I wish my printer would f*cking work  I hate you Brother DCP-135C pile of crap!,negative,0.9599300622940063,anger,0.9850732684135437
iRosaria,Probably not gonna have dinner because nonna forced pasta down my throat at 3pm ,negative,0.8910917043685913,sadness,0.927556037902832
Mathewh,"@toddf ah, true enough. i guess i'll have to wait until i get home then.    thanks for the tip!",positive,0.6550034284591675,joy,0.8303828239440918
RedWingsQueen19,I really don't know what i'm going to do without months of Hockey ,negative,0.767312228679657,sadness,0.777018129825592
Emma_Cheesy,@OXgigglesXO lol x you should of said yeah lol  x yeah i am  x and its actually quite sunny for a change  x,positive,0.9644052386283875,joy,0.9860793948173523
SaNaAiO,Long Live Diplomacy! ,positive,0.9364743828773499,joy,0.8352231383323669
EmmaGracesMomma,@MckMama praying you and Stellan have a better nights sleep tonight ,positive,0.769683837890625,optimism,0.6513967514038086
BenJacob,"Everyone except me seems very busy doing something today..  When everyone works I chills, when everyone chills I works  LOL!",neutral,0.4562378525733948,joy,0.9863422513008118
crossjunkie,@DaveHaygarth Indeed a vision of loveliness - I'd love to take it off you but it would show up my remaining Planet X Uncle John (badly) ,negative,0.42612335085868835,sadness,0.920208215713501
blindSEO,working with tweetdeck. loving the multiple account feature. it will make me leave @destroytwitter sadly ,negative,0.48638007044792175,joy,0.939497709274292
Z33LnR44L,@cascandar how do you get so many?? you said by following but where to find so many peeps to follow?? i want 8k too ,neutral,0.5558630228042603,anticipation,0.6232933402061462
ruthtard,back to work tomorrow.  boo hoo ,positive,0.4705187678337097,joy,0.9809178113937378
lopezwilfred,@workingmoms hello how are you doing today  The day is almost done here ,neutral,0.49899566173553467,anticipation,0.344531387090683
Lindsey_Kellar,@abdel1988 LOL i'm not sad! I just said that so someone would talk to me &amp; you did! YAY! ,positive,0.9053341150283813,joy,0.9817513823509216
thevintagevibe,OKAY ... sorry dude i had to unfollow you... i appreciate the follow friday.. but not in the middle of the pornos &amp; perverts lol  blocked ,negative,0.807110607624054,anger,0.9454730749130249
kelbyuk,@Schofe I have a phobia of wind turbines. Not sure if it has a posh name ,negative,0.8712402582168579,fear,0.9771140217781067
geozombie,up was funny ,positive,0.7220278382301331,joy,0.9857308268547058
allyeezy,@rawrgoesaimee  yes yes yes! you first thO! hahaha,positive,0.9453585743904114,joy,0.9870059490203857
jennaphonic,Want pancakes ,neutral,0.7777355313301086,joy,0.8761382102966309
miketopia,@paige1991 happy birthday ,positive,0.9727876782417297,joy,0.9828773736953735
Katiebusted36,The Saturdasy were fab! Off to work in a bit ,positive,0.9866709113121033,joy,0.9799063801765442
maluuuuu,show de graï¿½a ï¿½ legal. ,neutral,0.8822726607322693,joy,0.23611359298229218
c_nak,"Listening to J-pop right now and reading the lyrics as i listen, putting my kanji skills to good use  ",positive,0.8183590173721313,joy,0.9788996577262878
BeckObviously,I can't fall asleep ,negative,0.5256108045578003,sadness,0.957522451877594
thechexican,"@gtbarnes Not how I meant it, but if you want to take it as such, sure.  ",neutral,0.670775830745697,anticipation,0.5997764468193054
yessica27,Saturday is going to be ended soon ,neutral,0.5298984050750732,disgust,0.6530951857566833
Sprookje,I love my man so much it hurts  I miss him like crazy! :'(,positive,0.9720592498779297,sadness,0.8932334184646606
charlenevinzon,left school at 1:15pm because of choir rehearsal. &amp; I had to walk home w/ sis  so tired.,negative,0.7061637043952942,sadness,0.9558952450752258
subtlebeliever,SOMEONE FOUND MY PHONE!!!! ,positive,0.90248042345047,anticipation,0.6423241496086121
original_one,@xwidep Phil you can Hackett...  geez.... that was lame  hahaha  ,negative,0.815835177898407,joy,0.9817376136779785
DasKatzi,@purplelime Mysterious new SuperDock o_o Charges within 1min ,positive,0.6455599069595337,disgust,0.4951147139072418
LON3WOLF,Waiting VS to check in to TFS ,neutral,0.9290428161621094,disgust,0.5974806547164917
annaaa19,party at my house ,neutral,0.8059173226356506,joy,0.9511573910713196
MollyWilson25,Got to go to school.  Does anyone actually like school?,negative,0.7222834229469299,fear,0.9018614888191223
porterjane,I had low expectations of the new star trek film and they were unfortunately not met ,negative,0.8362613916397095,sadness,0.9648498296737671
amyferrero,my dad is a fucking retard omg i can sit and eat my dinner where ever i fucking want to ,negative,0.9092884659767151,anger,0.9832861423492432
ymaethetrinket,"@renmaldita @liaalu @mzmraz @irrationallogic On second thought, never mind. There are no jap starters. Awww... ",negative,0.4986603558063507,anticipation,0.7059201002120972
xoMuffin,"Don't turn your back on the things that made u happy in the past, life's to short to say goodbye !   missin u.",positive,0.6731900572776794,sadness,0.9114959836006165
TheKingOfSpain,@adamrowley No idea. Got the missus at home waiting for it ,neutral,0.8336561322212219,anticipation,0.6144245266914368
kbslice,my mac suddenly won't connect to wireless...  anyone know why?,negative,0.7676767706871033,disgust,0.9224825501441956
missphiaelle,http://bit.ly/137cTy How about some Celtic up in our lives? ,neutral,0.8742015361785889,anticipation,0.7318435311317444
estherkaplan,@thepatbrown Oh my god. I love Carolina Heat! I've never gotten to see YMAEWN bc when they were supposed to play ATL their van broke down ,positive,0.7178918719291687,joy,0.9541854858398438
crickly,Rain Again            Rain has destroyed even the 12-12 ,negative,0.908281683921814,sadness,0.8238435387611389
linakumpie,@faifaifaifai cos im was drinking ... Haha was thr lastnite they chased us away ,negative,0.47557875514030457,joy,0.8153557181358337
esnayoon,@muramuraco haha no i didn't get in trouble  i cant wait to see the pics...i hope i don't look fat HAHA,positive,0.9068716168403625,joy,0.9513680934906006
igotnothin,This hurts me on the inside  http://twitpic.com/7wchu,negative,0.8772063851356506,sadness,0.9715099930763245
xkacieee,grampys downstairs painting over our memory wall ,neutral,0.8820095062255859,joy,0.9553154706954956
sleepysamco,I think mine might be too ,neutral,0.8688985109329224,anticipation,0.7373663187026978
AmandaKaye711,remembering when she was in hawaii.. never wanted to leave and sooo depressed on the flight home.  i miss hawaii!,negative,0.6762610673904419,sadness,0.9799581170082092
savamaloy,"@wabbit42 Meh, I still haven't seen Dr. Horrible after running into &quot;this video is only available to viewers in the US&quot; ",negative,0.8529950976371765,disgust,0.8969623446464539
UsernameMike,Why doesn't she trust me?  I love her.,positive,0.6598606705665588,love,0.9478334188461304
seinman,"The Ghostbusters video game is out, and I do not have it yet.  ",negative,0.6704409122467041,anticipation,0.6356997489929199
Dot12b,off now. catch you all later. have a good evening ,positive,0.9698064923286438,joy,0.977458119392395
hayleyjoanne,she is now touring some place in uk -- talking about food  no far!!!,positive,0.5812967419624329,joy,0.9041550755500793
Pickerz,"ood 40+ snapper, tarakihi, kingfish and porae. No marlin ",neutral,0.8414317965507507,sadness,0.41120824217796326
DuskMoth,@snowleopardess Ty for the follow #followfriday- I do hope you got your cup of tea in ,positive,0.9581771492958069,joy,0.9647988677024841
clayton859,@natelicious  but I love you...,positive,0.8883934617042542,joy,0.9746829867362976
cajoje,"1 @tlacook 1st time on Hotel 'puter. It's always busy  Going to TJ day trip 2morrow, back @ 4:30. Sorry if we f'ed up ur day off. Dinner?",negative,0.8431856632232666,disgust,0.5409972667694092
Flexy_dotcom,"Did you own anything else, maybe? ",neutral,0.9487906098365784,anticipation,0.6232260465621948
H2OFreemann,"@ElektraFi by the why thanks for screwing up our practice!! :p lol how could you forget. i see how it is,  ",negative,0.9111443161964417,anger,0.9393384456634521
purplesque,"@nogginblender Will do. New star trek movie coming out next week, I believe. The actors all look too young and buff. ",neutral,0.48419612646102905,joy,0.9413094520568848
Mickystarship,@AlexAllTimeLow N'aww  Poor thing &lt;3,negative,0.569474458694458,sadness,0.9486293792724609
BeckyPidz,I'm sat outside on the grass munchin away with my maths. The sun is lush  x,positive,0.9769498109817505,joy,0.9730684161186218
jadeeisabel,watching private practice (theyre in venice beach) and reminising about my holiday there last year... missing it ,neutral,0.6309515237808228,sadness,0.9237277507781982
annamercedees,just finished my FIRST JOB !! . my legs hurt ,negative,0.8604530096054077,fear,0.8977369070053101
jesusismyoxygen,So some kid threw a huge turtle into the pool and we found the turtle today swimming around and i rescued it. ,neutral,0.6794700622558594,joy,0.9894425868988037
ScaryAnnRN,"the weekend is too short, i dont want my boo to leave today ",negative,0.834084153175354,sadness,0.9248579740524292
Sexy_Nerd,"@FletchMcGull Nice, glad to hear it - hey no problem always want to pass along great info ",positive,0.9852409958839417,joy,0.9912875294685364
AbbieFletcher_,@tommcfly xool you gonna miss big brother !!  get yo ass back here dude ! Xxxxxx,positive,0.7534485459327698,sadness,0.7086030840873718
man_city_mad,@bexterthegnome haha thanx ,positive,0.9382577538490295,joy,0.9828733801841736
Alexandra_Gill,"@AssuredGrave NO. I have to work @6  so there's no point. Plus. we're having party times. but i'm being antisocial, just sitting on msn.",negative,0.8317298889160156,sadness,0.852055549621582
aussiegirl_86,"@JonathanRKnight It wasn't a mistake Jon, because now I know when you guys are coming to Australia ",positive,0.6326159834861755,anticipation,0.8424109816551208
Joepingu,@arthurwyatt. Hello old friend. Thought I might find you around these parts. Hope all is well with you and family ,positive,0.9287088513374329,joy,0.9522626399993896
notonmyshift,"@pimme Nu har jag gjort reset, fast datorn hittar liksom inte routern nu...   What's up with that?",negative,0.5373290777206421,disgust,0.5908225178718567
magza_,@amyyfrantz I assume that I am receiving one.  I'll be back on Monday!,positive,0.5253897309303284,anticipation,0.9006221294403076
spacegrace19,helllllo twitter! #iremember playing #haveyouever #follow ed @peterfacinelli !!!  #140conf,positive,0.756071925163269,joy,0.609825849533081
emilg,@OanaBercea its already the French Open  wow where does time go?,positive,0.792115330696106,joy,0.6424956321716309
